date,home_team,away_team,actual,predicted,correct,tier,consensus,h_prob,d_prob,a_prob,train_season,test_season
2023-08-11,Burnley,Man City,away_win,away_win,True,SKIP,2,0.3334,0.228,0.4386,2022/23,2023/24
2023-08-12,Sheffield United,Crystal Palace,away_win,home_win,False,HOLD,3,0.4431,0.228,0.3289,2022/23,2023/24
2023-08-12,Arsenal,Nott'm Forest,home_win,home_win,True,SNIPER,3,0.7424,0.1432,0.1144,2022/23,2023/24
2023-08-12,Bournemouth,West Ham,draw,away_win,False,SKIP,2,0.3134,0.3182,0.3684,2022/23,2023/24
2023-08-12,Brighton,Luton,home_win,home_win,True,HOLD,3,0.4504,0.228,0.3216,2022/23,2023/24
2023-08-12,Everton,Fulham,away_win,away_win,True,SKIP,2,0.3181,0.2554,0.4265,2022/23,2023/24
2023-08-12,Newcastle,Aston Villa,home_win,home_win,True,HOLD,3,0.5223,0.2207,0.257,2022/23,2023/24
2023-08-13,Chelsea,Liverpool,draw,away_win,False,SNIPER,3,0.2515,0.2158,0.5328,2022/23,2023/24
2023-08-13,Brentford,Tottenham,draw,home_win,False,HOLD,3,0.5225,0.1986,0.279,2022/23,2023/24
2023-08-14,Man United,Wolves,home_win,home_win,True,SNIPER,3,0.6363,0.2055,0.1582,2022/23,2023/24
2023-08-18,Nott'm Forest,Sheffield United,home_win,draw,False,SKIP,1,0.339,0.345,0.316,2022/23,2023/24
2023-08-19,Fulham,Brentford,away_win,away_win,True,HOLD,3,0.3073,0.3267,0.366,2022/23,2023/24
2023-08-19,Liverpool,Bournemouth,home_win,home_win,True,SNIPER,3,0.7191,0.1562,0.1248,2022/23,2023/24
2023-08-19,Wolves,Brighton,away_win,away_win,True,HOLD,3,0.2522,0.2266,0.5213,2022/23,2023/24
2023-08-19,Tottenham,Man United,home_win,away_win,False,HOLD,3,0.3121,0.2925,0.3954,2022/23,2023/24
2023-08-19,Man City,Newcastle,home_win,home_win,True,HOLD,3,0.5336,0.2152,0.2512,2022/23,2023/24
2023-08-20,Aston Villa,Everton,home_win,home_win,True,HOLD,3,0.5904,0.2188,0.1909,2022/23,2023/24
2023-08-20,West Ham,Chelsea,home_win,home_win,True,HOLD,3,0.4282,0.2452,0.3266,2022/23,2023/24
2023-08-21,Crystal Palace,Arsenal,away_win,away_win,True,SNIPER,3,0.2402,0.2003,0.5596,2022/23,2023/24
2023-08-25,Chelsea,Luton,home_win,draw,False,SKIP,1,0.3323,0.3501,0.3176,2022/23,2023/24
2023-08-26,Bournemouth,Tottenham,away_win,away_win,True,HOLD,3,0.2742,0.2193,0.5064,2022/23,2023/24
2023-08-26,Arsenal,Fulham,draw,home_win,False,SNIPER,3,0.6387,0.1787,0.1826,2022/23,2023/24
2023-08-26,Brentford,Crystal Palace,draw,home_win,False,SNIPER,3,0.5387,0.2283,0.233,2022/23,2023/24
2023-08-26,Everton,Wolves,away_win,home_win,False,HOLD,3,0.4257,0.2531,0.3212,2022/23,2023/24
2023-08-26,Man United,Nott'm Forest,home_win,home_win,True,SNIPER,3,0.6502,0.1907,0.1591,2022/23,2023/24
2023-08-26,Brighton,West Ham,away_win,home_win,False,SNIPER,3,0.5933,0.1901,0.2167,2022/23,2023/24
2023-08-27,Newcastle,Liverpool,away_win,home_win,False,HOLD,3,0.4864,0.211,0.3026,2022/23,2023/24
2023-08-27,Burnley,Aston Villa,away_win,draw,False,SKIP,1,0.3326,0.341,0.3265,2022/23,2023/24
2023-08-27,Sheffield United,Man City,away_win,away_win,True,SKIP,2,0.3334,0.228,0.4386,2022/23,2023/24
2023-09-01,Luton,West Ham,away_win,home_win,False,HOLD,3,0.4562,0.228,0.3158,2022/23,2023/24
2023-09-02,Sheffield United,Everton,draw,home_win,False,HOLD,3,0.4581,0.228,0.3139,2022/23,2023/24
2023-09-02,Brentford,Bournemouth,draw,home_win,False,SNIPER,3,0.6547,0.1869,0.1584,2022/23,2023/24
2023-09-02,Burnley,Tottenham,away_win,home_win,False,HOLD,3,0.3866,0.2993,0.3142,2022/23,2023/24
2023-09-02,Chelsea,Nott'm Forest,away_win,home_win,False,HOLD,3,0.4597,0.2395,0.3008,2022/23,2023/24
2023-09-02,Man City,Fulham,home_win,home_win,True,SNIPER,3,0.7069,0.1659,0.1272,2022/23,2023/24
2023-09-02,Brighton,Newcastle,home_win,away_win,False,SKIP,2,0.292,0.3285,0.3795,2022/23,2023/24
2023-09-03,Crystal Palace,Wolves,home_win,home_win,True,HOLD,3,0.4872,0.2453,0.2676,2022/23,2023/24
2023-09-03,Liverpool,Aston Villa,home_win,home_win,True,HOLD,3,0.5023,0.2088,0.2889,2022/23,2023/24
2023-09-03,Arsenal,Man United,home_win,home_win,True,HOLD,3,0.519,0.1998,0.2811,2022/23,2023/24
2023-09-16,Tottenham,Sheffield United,home_win,home_win,True,HOLD,3,0.3933,0.298,0.3087,2022/23,2023/24
2023-09-16,West Ham,Man City,away_win,away_win,True,SNIPER,3,0.1588,0.1758,0.6654,2022/23,2023/24
2023-09-16,Man United,Brighton,away_win,home_win,False,HOLD,3,0.4846,0.2097,0.3057,2022/23,2023/24
2023-09-16,Newcastle,Brentford,home_win,home_win,True,HOLD,3,0.516,0.2209,0.2631,2022/23,2023/24
2023-09-16,Aston Villa,Crystal Palace,home_win,home_win,True,SNIPER,3,0.5239,0.2365,0.2396,2022/23,2023/24
2023-09-16,Wolves,Liverpool,away_win,away_win,True,HOLD,3,0.2209,0.1938,0.5853,2022/23,2023/24
2023-09-16,Fulham,Luton,home_win,home_win,True,HOLD,3,0.3738,0.311,0.3152,2022/23,2023/24
2023-09-17,Everton,Arsenal,away_win,away_win,True,SNIPER,3,0.192,0.1795,0.6285,2022/23,2023/24
2023-09-17,Bournemouth,Chelsea,draw,away_win,False,SKIP,2,0.3194,0.3242,0.3564,2022/23,2023/24
2023-09-18,Nott'm Forest,Burnley,draw,draw,True,SKIP,1,0.339,0.345,0.316,2022/23,2023/24
2023-09-23,Crystal Palace,Fulham,draw,home_win,False,SKIP,2,0.3563,0.306,0.3377,2022/23,2023/24
2023-09-23,Luton,Wolves,draw,home_win,False,HOLD,3,0.4548,0.228,0.3172,2022/23,2023/24
2023-09-23,Man City,Nott'm Forest,home_win,home_win,True,SNIPER,3,0.7903,0.1301,0.0796,2022/23,2023/24
2023-09-23,Brentford,Everton,away_win,home_win,False,HOLD,3,0.6068,0.2086,0.1846,2022/23,2023/24
2023-09-23,Burnley,Man United,away_win,away_win,True,SKIP,2,0.3316,0.3096,0.3588,2022/23,2023/24
2023-09-24,Arsenal,Tottenham,draw,home_win,False,SNIPER,3,0.6507,0.1633,0.1861,2022/23,2023/24
2023-09-24,Brighton,Bournemouth,home_win,home_win,True,SNIPER,3,0.6793,0.1635,0.1572,2022/23,2023/24
2023-09-24,Chelsea,Aston Villa,away_win,away_win,True,HOLD,3,0.2899,0.2473,0.4629,2022/23,2023/24
2023-09-24,Liverpool,West Ham,home_win,home_win,True,SNIPER,3,0.6396,0.1846,0.1759,2022/23,2023/24
2023-09-24,Sheffield United,Newcastle,away_win,away_win,True,SKIP,2,0.3322,0.3197,0.3481,2022/23,2023/24
2023-09-30,Tottenham,Liverpool,home_win,away_win,False,HOLD,3,0.3222,0.2231,0.4548,2022/23,2023/24
2023-09-30,West Ham,Sheffield United,home_win,draw,False,SKIP,1,0.3413,0.3427,0.3161,2022/23,2023/24
2023-09-30,Newcastle,Burnley,home_win,home_win,True,SNIPER,3,0.4771,0.228,0.2949,2022/23,2023/24
2023-09-30,Wolves,Man City,home_win,away_win,False,HOLD,3,0.1391,0.1644,0.6964,2022/23,2023/24
2023-09-30,Everton,Luton,away_win,draw,False,SKIP,1,0.3378,0.3462,0.316,2022/23,2023/24
2023-09-30,Bournemouth,Arsenal,away_win,away_win,True,SNIPER,3,0.1652,0.1613,0.6735,2022/23,2023/24
2023-09-30,Aston Villa,Brighton,home_win,home_win,True,SKIP,2,0.4031,0.2827,0.3141,2022/23,2023/24
2023-09-30,Man United,Crystal Palace,away_win,home_win,False,SNIPER,3,0.562,0.2282,0.2098,2022/23,2023/24
2023-10-01,Nott'm Forest,Brentford,draw,away_win,False,HOLD,3,0.2598,0.2092,0.5309,2022/23,2023/24
2023-10-02,Fulham,Chelsea,away_win,home_win,False,HOLD,3,0.4929,0.232,0.2751,2022/23,2023/24
2023-10-03,Luton,Burnley,away_win,home_win,False,HOLD,3,0.3903,0.298,0.3117,2022/23,2023/24
2023-10-07,Crystal Palace,Nott'm Forest,draw,home_win,False,HOLD,3,0.4969,0.2278,0.2753,2022/23,2023/24
2023-10-07,Man United,Brentford,home_win,home_win,True,HOLD,3,0.4614,0.2287,0.3099,2022/23,2023/24
2023-10-07,Fulham,Sheffield United,home_win,home_win,True,HOLD,3,0.3738,0.311,0.3152,2022/23,2023/24
2023-10-07,Burnley,Chelsea,away_win,home_win,False,HOLD,3,0.4621,0.228,0.3099,2022/23,2023/24
2023-10-07,Luton,Tottenham,away_win,home_win,False,HOLD,3,0.3866,0.2993,0.3142,2022/23,2023/24
2023-10-07,Everton,Bournemouth,home_win,home_win,True,HOLD,3,0.4619,0.2337,0.3044,2022/23,2023/24
2023-10-08,Brighton,Liverpool,draw,away_win,False,SKIP,2,0.3398,0.3124,0.3478,2022/23,2023/24
2023-10-08,West Ham,Newcastle,draw,away_win,False,SNIPER,3,0.2296,0.2095,0.5609,2022/23,2023/24
2023-10-08,Wolves,Aston Villa,draw,away_win,False,HOLD,3,0.2589,0.231,0.5101,2022/23,2023/24
2023-10-08,Arsenal,Man City,home_win,away_win,False,SKIP,2,0.2986,0.3214,0.38,2022/23,2023/24
2023-10-21,Nott'm Forest,Luton,draw,draw,True,SKIP,1,0.339,0.345,0.316,2022/23,2023/24
2023-10-21,Sheffield United,Man United,away_win,away_win,True,SKIP,2,0.3316,0.3096,0.3588,2022/23,2023/24
2023-10-21,Chelsea,Arsenal,draw,away_win,False,SNIPER,3,0.2146,0.2013,0.584,2022/23,2023/24
2023-10-21,Newcastle,Crystal Palace,home_win,home_win,True,SNIPER,3,0.6143,0.2107,0.175,2022/23,2023/24
2023-10-21,Brentford,Burnley,home_win,home_win,True,HOLD,3,0.4619,0.228,0.3101,2022/23,2023/24
2023-10-21,Bournemouth,Wolves,away_win,home_win,False,HOLD,3,0.3508,0.3366,0.3126,2022/23,2023/24
2023-10-21,Liverpool,Everton,home_win,home_win,True,HOLD,3,0.6727,0.1767,0.1505,2022/23,2023/24
2023-10-21,Man City,Brighton,home_win,home_win,True,SNIPER,3,0.6625,0.1695,0.168,2022/23,2023/24
2023-10-22,Aston Villa,West Ham,home_win,home_win,True,SNIPER,3,0.5577,0.2205,0.2218,2022/23,2023/24
2023-10-23,Tottenham,Fulham,home_win,home_win,True,HOLD,3,0.4744,0.1985,0.3271,2022/23,2023/24
2023-10-27,Crystal Palace,Tottenham,away_win,away_win,True,SKIP,2,0.3381,0.309,0.3529,2022/23,2023/24
2023-10-28,Bournemouth,Burnley,home_win,away_win,False,SKIP,2,0.3326,0.3325,0.3349,2022/23,2023/24
2023-10-28,Chelsea,Brentford,away_win,away_win,True,HOLD,3,0.2851,0.2405,0.4744,2022/23,2023/24
2023-10-28,Arsenal,Sheffield United,home_win,home_win,True,SNIPER,3,0.4871,0.228,0.2849,2022/23,2023/24
2023-10-28,Wolves,Newcastle,draw,away_win,False,HOLD,3,0.2019,0.2025,0.5956,2022/23,2023/24
2023-10-29,Liverpool,Nott'm Forest,home_win,home_win,True,SNIPER,3,0.6944,0.1619,0.1436,2022/23,2023/24
2023-10-29,Brighton,Fulham,draw,home_win,False,HOLD,3,0.5313,0.1974,0.2713,2022/23,2023/24
2023-10-29,Man United,Man City,away_win,away_win,True,HOLD,3,0.2726,0.2542,0.4731,2022/23,2023/24
2023-10-29,West Ham,Everton,away_win,home_win,False,HOLD,3,0.4695,0.2322,0.2984,2022/23,2023/24
2023-10-29,Aston Villa,Luton,home_win,home_win,True,HOLD,3,0.4667,0.228,0.3053,2022/23,2023/24
2023-11-04,Newcastle,Arsenal,home_win,home_win,True,HOLD,3,0.39,0.2993,0.3108,2022/23,2023/24
2023-11-04,Sheffield United,Wolves,home_win,home_win,True,HOLD,3,0.4548,0.228,0.3172,2022/23,2023/24
2023-11-04,Man City,Bournemouth,home_win,home_win,True,SNIPER,3,0.8067,0.1252,0.0681,2022/23,2023/24
2023-11-04,Fulham,Man United,away_win,away_win,True,HOLD,3,0.3253,0.2226,0.4521,2022/23,2023/24
2023-11-04,Burnley,Crystal Palace,away_win,home_win,False,HOLD,3,0.4431,0.228,0.3289,2022/23,2023/24
2023-11-04,Brentford,West Ham,home_win,home_win,True,SNIPER,3,0.5741,0.2121,0.2138,2022/23,2023/24
2023-11-04,Everton,Brighton,draw,away_win,False,HOLD,3,0.2623,0.2223,0.5154,2022/23,2023/24
2023-11-05,Nott'm Forest,Aston Villa,home_win,away_win,False,HOLD,3,0.2659,0.2163,0.5179,2022/23,2023/24
2023-11-05,Luton,Liverpool,draw,away_win,False,SKIP,2,0.3324,0.3239,0.3438,2022/23,2023/24
2023-11-06,Tottenham,Chelsea,away_win,home_win,False,HOLD,3,0.5311,0.2085,0.2604,2022/23,2023/24
2023-11-11,Man United,Luton,home_win,home_win,True,SNIPER,3,0.4818,0.228,0.2902,2022/23,2023/24
2023-11-11,Wolves,Tottenham,home_win,away_win,False,SKIP,2,0.2868,0.2506,0.4626,2022/23,2023/24
2023-11-11,Arsenal,Burnley,home_win,home_win,True,SNIPER,3,0.4871,0.228,0.2849,2022/23,2023/24
2023-11-11,Crystal Palace,Everton,away_win,home_win,False,HOLD,3,0.48,0.2445,0.2755,2022/23,2023/24
2023-11-11,Bournemouth,Newcastle,home_win,away_win,False,SNIPER,3,0.1802,0.1837,0.6361,2022/23,2023/24
2023-11-12,Chelsea,Man City,draw,away_win,False,SNIPER,3,0.1568,0.1927,0.6505,2022/23,2023/24
2023-11-12,West Ham,Nott'm Forest,home_win,home_win,True,HOLD,3,0.4854,0.2174,0.2972,2022/23,2023/24
2023-11-12,Liverpool,Brentford,home_win,home_win,True,HOLD,3,0.4933,0.2088,0.298,2022/23,2023/24
2023-11-12,Brighton,Sheffield United,draw,home_win,False,HOLD,3,0.4504,0.228,0.3216,2022/23,2023/24
2023-11-12,Aston Villa,Fulham,home_win,home_win,True,SNIPER,3,0.5038,0.2225,0.2737,2022/23,2023/24
2023-11-25,Man City,Liverpool,draw,home_win,False,HOLD,3,0.6033,0.184,0.2127,2022/23,2023/24
2023-11-25,Burnley,West Ham,away_win,home_win,False,HOLD,3,0.4562,0.228,0.3158,2022/23,2023/24
2023-11-25,Luton,Crystal Palace,home_win,home_win,True,HOLD,3,0.4431,0.228,0.3289,2022/23,2023/24
2023-11-25,Newcastle,Chelsea,home_win,home_win,True,SNIPER,3,0.6316,0.2127,0.1556,2022/23,2023/24
2023-11-25,Nott'm Forest,Brighton,away_win,away_win,True,HOLD,3,0.2586,0.2115,0.5299,2022/23,2023/24
2023-11-25,Sheffield United,Bournemouth,away_win,home_win,False,SNIPER,3,0.4709,0.228,0.3011,2022/23,2023/24
2023-11-25,Brentford,Arsenal,away_win,away_win,True,SKIP,2,0.2951,0.3254,0.3795,2022/23,2023/24
2023-11-26,Everton,Man United,away_win,away_win,True,HOLD,3,0.2344,0.2227,0.5429,2022/23,2023/24
2023-11-26,Tottenham,Aston Villa,away_win,away_win,True,HOLD,3,0.3338,0.3259,0.3403,2022/23,2023/24
2023-11-27,Fulham,Wolves,home_win,home_win,True,HOLD,3,0.548,0.2121,0.2399,2022/23,2023/24
2023-12-02,Arsenal,Wolves,home_win,home_win,True,SNIPER,3,0.7286,0.1535,0.1178,2022/23,2023/24
2023-12-02,Brentford,Luton,home_win,home_win,True,HOLD,3,0.4619,0.228,0.3101,2022/23,2023/24
2023-12-02,Burnley,Sheffield United,home_win,home_win,True,HOLD,3,0.3903,0.298,0.3117,2022/23,2023/24
2023-12-02,Nott'm Forest,Everton,away_win,home_win,False,HOLD,3,0.3879,0.3038,0.3083,2022/23,2023/24
2023-12-02,Newcastle,Man United,home_win,home_win,True,HOLD,3,0.4817,0.2296,0.2887,2022/23,2023/24
2023-12-03,Man City,Tottenham,draw,home_win,False,SNIPER,3,0.7246,0.1478,0.1276,2022/23,2023/24
2023-12-03,West Ham,Crystal Palace,draw,home_win,False,HOLD,3,0.3541,0.3303,0.3155,2022/23,2023/24
2023-12-03,Bournemouth,Aston Villa,draw,away_win,False,HOLD,3,0.2388,0.2134,0.5478,2022/23,2023/24
2023-12-03,Chelsea,Brighton,home_win,away_win,False,HOLD,3,0.2943,0.2311,0.4746,2022/23,2023/24
2023-12-03,Liverpool,Fulham,home_win,home_win,True,SNIPER,3,0.5827,0.194,0.2233,2022/23,2023/24
2023-12-05,Wolves,Burnley,home_win,home_win,True,HOLD,3,0.3441,0.3398,0.3161,2022/23,2023/24
2023-12-05,Luton,Arsenal,away_win,away_win,True,SKIP,2,0.3305,0.298,0.3715,2022/23,2023/24
2023-12-06,Brighton,Brentford,home_win,home_win,True,HOLD,3,0.3903,0.2961,0.3136,2022/23,2023/24
2023-12-06,Crystal Palace,Bournemouth,away_win,home_win,False,HOLD,3,0.5263,0.2258,0.2479,2022/23,2023/24
2023-12-06,Fulham,Nott'm Forest,home_win,home_win,True,HOLD,3,0.5587,0.1986,0.2427,2022/23,2023/24
2023-12-06,Sheffield United,Liverpool,away_win,away_win,True,SKIP,2,0.3324,0.3239,0.3438,2022/23,2023/24
2023-12-06,Aston Villa,Man City,home_win,away_win,False,HOLD,3,0.2546,0.2186,0.5268,2022/23,2023/24
2023-12-06,Man United,Chelsea,home_win,home_win,True,SNIPER,3,0.5803,0.231,0.1887,2022/23,2023/24
2023-12-07,Everton,Newcastle,home_win,away_win,False,SNIPER,3,0.2052,0.2048,0.5899,2022/23,2023/24
2023-12-07,Tottenham,West Ham,away_win,home_win,False,HOLD,3,0.5409,0.195,0.2641,2022/23,2023/24
2023-12-09,Wolves,Nott'm Forest,draw,home_win,False,HOLD,3,0.3803,0.3075,0.3121,2022/23,2023/24
2023-12-09,Aston Villa,Arsenal,home_win,away_win,False,SKIP,2,0.3201,0.2463,0.4336,2022/23,2023/24
2023-12-09,Sheffield United,Brentford,home_win,draw,False,SKIP,1,0.3323,0.3504,0.3173,2022/23,2023/24
2023-12-09,Man United,Bournemouth,away_win,home_win,False,SNIPER,3,0.6748,0.1856,0.1396,2022/23,2023/24
2023-12-09,Brighton,Burnley,draw,home_win,False,HOLD,3,0.4504,0.228,0.3216,2022/23,2023/24
2023-12-09,Crystal Palace,Liverpool,away_win,away_win,True,HOLD,3,0.2789,0.2149,0.5062,2022/23,2023/24
2023-12-10,Everton,Chelsea,home_win,home_win,True,SKIP,2,0.3487,0.3267,0.3246,2022/23,2023/24
2023-12-10,Fulham,West Ham,home_win,home_win,True,HOLD,3,0.5028,0.2149,0.2823,2022/23,2023/24
2023-12-10,Luton,Man City,away_win,away_win,True,SKIP,2,0.3334,0.228,0.4386,2022/23,2023/24
2023-12-10,Tottenham,Newcastle,home_win,away_win,False,HOLD,3,0.2825,0.2251,0.4924,2022/23,2023/24
2023-12-15,Nott'm Forest,Tottenham,away_win,away_win,True,SKIP,2,0.2921,0.2465,0.4614,2022/23,2023/24
2023-12-16,Chelsea,Sheffield United,home_win,draw,False,SKIP,1,0.3323,0.3501,0.3176,2022/23,2023/24
2023-12-16,Man City,Crystal Palace,draw,home_win,False,SNIPER,3,0.715,0.1704,0.1146,2022/23,2023/24
2023-12-16,Newcastle,Fulham,home_win,home_win,True,SNIPER,3,0.6022,0.2017,0.1961,2022/23,2023/24
2023-12-16,Burnley,Everton,away_win,home_win,False,HOLD,3,0.4581,0.228,0.3139,2022/23,2023/24
2023-12-17,Arsenal,Brighton,home_win,home_win,True,SNIPER,3,0.5797,0.1816,0.2388,2022/23,2023/24
2023-12-17,Brentford,Aston Villa,away_win,home_win,False,HOLD,3,0.4377,0.2352,0.3272,2022/23,2023/24
2023-12-17,West Ham,Wolves,home_win,home_win,True,HOLD,3,0.4777,0.2326,0.2896,2022/23,2023/24
2023-12-17,Liverpool,Man United,draw,home_win,False,HOLD,3,0.4563,0.2207,0.323,2022/23,2023/24
2023-12-21,Crystal Palace,Brighton,draw,away_win,False,HOLD,3,0.3061,0.2645,0.4294,2022/23,2023/24
2023-12-22,Aston Villa,Sheffield United,draw,home_win,False,HOLD,3,0.4667,0.228,0.3053,2022/23,2023/24
2023-12-23,West Ham,Man United,home_win,away_win,False,HOLD,3,0.2677,0.223,0.5094,2022/23,2023/24
2023-12-23,Fulham,Burnley,away_win,home_win,False,HOLD,3,0.3738,0.311,0.3152,2022/23,2023/24
2023-12-23,Luton,Newcastle,home_win,away_win,False,SKIP,2,0.3322,0.3197,0.3481,2022/23,2023/24
2023-12-23,Nott'm Forest,Bournemouth,away_win,home_win,False,HOLD,3,0.4702,0.2206,0.3092,2022/23,2023/24
2023-12-23,Tottenham,Everton,home_win,home_win,True,HOLD,3,0.583,0.19,0.227,2022/23,2023/24
2023-12-23,Liverpool,Arsenal,draw,home_win,False,SKIP,2,0.356,0.2899,0.3541,2022/23,2023/24
2023-12-24,Wolves,Chelsea,home_win,home_win,True,SKIP,2,0.3399,0.3295,0.3306,2022/23,2023/24
2023-12-26,Man United,Aston Villa,home_win,home_win,True,HOLD,3,0.4687,0.2308,0.3005,2022/23,2023/24
2023-12-26,Burnley,Liverpool,away_win,away_win,True,SKIP,2,0.3324,0.3239,0.3438,2022/23,2023/24
2023-12-26,Bournemouth,Fulham,home_win,away_win,False,HOLD,3,0.279,0.2613,0.4597,2022/23,2023/24
2023-12-26,Newcastle,Nott'm Forest,away_win,home_win,False,SNIPER,3,0.7019,0.1671,0.131,2022/23,2023/24
2023-12-26,Sheffield United,Luton,away_win,home_win,False,HOLD,3,0.3903,0.298,0.3117,2022/23,2023/24
2023-12-27,Brentford,Wolves,away_win,home_win,False,SNIPER,3,0.6146,0.2065,0.1789,2022/23,2023/24
2023-12-27,Chelsea,Crystal Palace,home_win,draw,False,SKIP,1,0.3307,0.3615,0.3078,2022/23,2023/24
2023-12-27,Everton,Man City,away_win,away_win,True,SNIPER,3,0.141,0.1677,0.6913,2022/23,2023/24
2023-12-28,Brighton,Tottenham,home_win,home_win,True,HOLD,3,0.5336,0.1834,0.283,2022/23,2023/24
2023-12-28,Arsenal,West Ham,away_win,home_win,False,SNIPER,3,0.692,0.1664,0.1416,2022/23,2023/24
